CTE,dCTE,rCurvature,r1,r2,r3,r4,r5,steerAngle
0.10091015642384,0.00279038067206908,195.094497126097,195.094497126097,195.094497126097,195.094497126097,195.094497126097,195.094497126097,0.016
0.103908151374556,0.00299799495071583,195.094497126097,195.094497126097,195.094497126097,195.094497126097,195.094497126097,195.094497126097,0.016
0.107154919703438,0.00324676832888209,195.094497126097,195.094497126097,195.094497126097,195.094497126097,195.094497126097,91.2623748148374,0.016
0.111095413573417,0.00394049386997893,195.094497126097,195.094497126097,195.094497126097,195.094497126097,91.2623748148374,91.2623748148374,0.016
0.11492681928395,0.00383140571053307,195.094497126097,195.094497126097,195.094497126097,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.118181065684469,0.00325424640051845,195.094497126097,195.094497126097,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.122676799796716,0.00449573411224712,195.094497126097,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.126624396834716,0.00394759703799979,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.131843309853281,0.00521891301856536,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.136542896833858,0.00469958698057646,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.142543820896519,0.00600092406266162,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.148048400941241,0.00550458004472235,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.15489576151484,0.00684736057359822,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.1612712945633,0.00637553304846034,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.168111747125723,0.00684045256242283,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.175417599690271,0.00730585256454838,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.183215691216658,0.00779809152638644,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.191480861286489,0.00826517006983124,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.20013184601734,0.00865098473085094,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.20864967047099,0.00851782445365032,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,0.016
0.217790256935104,0.00914058646411378,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,-8.95148512464207,0.016
0.227033850754941,0.00924359381983753,91.2623748148374,91.2623748148374,91.2623748148374,91.2623748148374,-8.95148512464207,-8.95148512464207,0.016
0.236283533486414,0.00924968273147223,91.2623748148374,91.2623748148374,91.2623748148374,-8.95148512464207,-8.95148512464207,-8.95148512464207,0.016
0.24501291828223,0.00872938479581642,91.2623748148374,91.2623748148374,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,0.016
0.253087790412317,0.00807487213008676,91.2623748148374,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,0.016
0.261788858181246,0.00870106776892959,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,0.015
0.270107540525972,0.00831868234472583,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,0.014
0.276632924156328,0.00652538363035521,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,0.013
0.283916198539631,0.00728327438330334,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,0.011
0.289218373230459,0.00530217469082844,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,0.008
0.295147616320182,0.0059292430897227,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,0.005
0.299448082260852,0.00430046594066991,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,0.001
0.303549270683789,0.00410118842293755,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-0.004
0.306453997624801,0.00290472694101113,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-0.009
0.309169302604183,0.00271530497938199,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-0.015
0.310696516809746,0.00152721420556362,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-0.021
0.311546398521892,0.000849881712146228,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-0.028
0.312220535661072,0.000674137139179465,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-0.035
0.31262046594203,0.00039993028095775,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-105.585908019693,-0.043
0.312363446063918,-0.000257019878112053,-8.95148512464207,-8.95148512464207,-8.95148512464207,-8.95148512464207,-105.585908019693,-105.585908019693,-0.05
0.311432246626191,-0.000931199437726293,-8.95148512464207,-8.95148512464207,-8.95148512464207,-105.585908019693,-105.585908019693,-105.585908019693,-0.058
0.30944416408345,-0.00198808254274174,-8.95148512464207,-8.95148512464207,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.065
0.308518669355801,-0.000925494727648135,-8.95148512464207,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.072
0.305551630350638,-0.00296703900516343,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.078
0.303683242966125,-0.00186838738451311,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.084
0.300492236218013,-0.00319100674811207,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.088
0.297392899403376,-0.00309933681463653,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.092
0.293926400743315,-0.00346649866006121,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.096
0.290334913586014,-0.00359148715730129,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.1
0.285388327663338,-0.00494658592267549,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.104
0.28072082858142,-0.00466749908191844,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.107
0.275553075087002,-0.00516775349441823,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.112
0.270041430620908,-0.00551164446609326,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.116
0.263941830623446,-0.00609959999746251,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.121
0.256667142501045,-0.00727468812240067,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.127
0.249446730711423,-0.00722041178962216,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-0.134
0.240994965125781,-0.00845176558564248,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-198.679719197667,-0.14
0.233459089822961,-0.00753587530281935,-105.585908019693,-105.585908019693,-105.585908019693,-105.585908019693,-198.679719197667,-198.679719197667,-0.148
0.224617629100927,-0.00884146072203371,-105.585908019693,-105.585908019693,-105.585908019693,-198.679719197667,-198.679719197667,-198.679719197667,-0.157
0.214402725743248,-0.0102149033576797,-105.585908019693,-105.585908019693,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.166
0.204675504018933,-0.00972722172431498,-105.585908019693,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.177
0.194826774095887,-0.00984872992304542,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.188
0.183492299269321,-0.0113344748265668,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.197
0.171977895397856,-0.011514403871465,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.208
0.160791228932744,-0.0111866664651114,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.219
0.149006120746993,-0.0117851081857512,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.231
0.135980385070015,-0.013025735676978,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.244
0.123512983106933,-0.0124674019630818,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.253
0.111007753668544,-0.0125052294383889,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.264
0.0984648462300317,-0.0125429074385125,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.274
0.0852839969493168,-0.0131808492807149,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.285
0.0727018343660754,-0.0125821625832415,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.294
0.0594960781651909,-0.0132057562008845,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-0.305
0.046934804268861,-0.0125612738963299,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-288.271743985914,-0.315
0.0337242906862301,-0.0132105135826309,-198.679719197667,-198.679719197667,-198.679719197667,-198.679719197667,-288.271743985914,-288.271743985914,-0.324
0.0221485771867324,-0.0115757134994977,-198.679719197667,-198.679719197667,-198.679719197667,-288.271743985914,-288.271743985914,-288.271743985914,-0.333
0.0102549246342006,-0.0118936525525318,-198.679719197667,-198.679719197667,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.343
-0.00124863585354852,-0.0115035604877491,-198.679719197667,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.352
-0.0120920583344395,-0.010843422480891,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.36
-0.0225270229983452,-0.0104349646639057,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.369
-0.0329406553456682,-0.010413632347323,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.377
-0.042061503263684,-0.00912084791801575,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.384
-0.050811327708833,-0.00874982444514904,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.392
-0.0580337927283186,-0.00722246501948556,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.398
-0.0656392618876291,-0.00760546915931052,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.407
-0.0717813624651406,-0.00614210057751156,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.413
-0.0776849877008554,-0.00590362523571476,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.42
-0.0831229638745876,-0.00543797617373215,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.427
-0.0872126209766361,-0.00408965710204852,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.434
-0.0911347882332955,-0.00392216725665938,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.44
-0.0937640246014675,-0.00262923636817207,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-0.447
-0.0960500603324642,-0.00228603573099669,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-374.400807711787,-0.453
-0.0973412239088196,-0.00129116357635539,-288.271743985914,-288.271743985914,-288.271743985914,-288.271743985914,-374.400807711787,-374.400807711787,-0.46
-0.0983443652662113,-0.00100314135739171,-288.271743985914,-288.271743985914,-288.271743985914,-374.400807711787,-374.400807711787,-374.400807711787,-0.464
-0.0983249101657822,1.94551004290833e-05,-288.271743985914,-288.271743985914,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.47
-0.0980803835351222,0.000244526630660047,-288.271743985914,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.476
-0.0955881817461642,0.00249220178895794,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.481
-0.0930851577275256,0.00250302401863861,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.484
-0.0893201874045689,0.00376497032295674,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.488
-0.0843508945412195,0.00496929286334938,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.492
-0.0793174288750499,0.00503346566616959,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.495
-0.0732415501919308,0.00607587868311911,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.498
-0.0649990794273006,0.00824247076463026,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.499
-0.0564808418285062,0.00851823759879436,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.501
-0.0469617891823722,0.00951905264613401,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.502
-0.0363798564060767,0.0105819327762955,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.502
-0.0246500758690135,0.0117297805370631,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.503
-0.0117774213554411,0.0128726545135725,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-0.502
0.0018596850611482,0.0136371064165893,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-457.105735702637,-0.501
0.0164862067217612,0.014626521660613,-374.400807711787,-374.400807711787,-374.400807711787,-374.400807711787,-457.105735702637,-457.105735702637,-0.499
0.0311487446891019,0.0146625379673406,-374.400807711787,-374.400807711787,-374.400807711787,-457.105735702637,-457.105735702637,-457.105735702637,-0.497
0.0475469881272477,0.0163982434381459,-374.400807711787,-374.400807711787,-457.105735702637,-457.105735702637,-457.105735702637,-457.105735702637,-0.495
0.0647252148077348,0.0171782266804871,-374.400807711787,-457.105735702637,-457.105735702637,-457.105735702637,-457.105735702637,-457.105735702637,-0.493
0.0815911523150083,0.0168659375072734,-457.105735702637,-457.105735702637,-457.105735702637,-457.105735702637,-457.105735702637,-457.105735702637,-0.49
0.100265137507662,0.0186739851926539,-457.105735702637,-457.105735702637,-457.105735702637,-457.105735702637,-457.105735702637,-457.105735702637,-0.485
