CTE,dCTE,rCurvature,r1,r2,r3,r4,r5,steerAngle
0.00365853283283157,-0.00320010021065868,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-0.191
0.00131766131270078,-0.00234087152013079,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-0.201
-0.00227588420762844,-0.00359354552032922,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-0.211
-0.00450660110455495,-0.00223071689692651,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-0.22
-0.00631906351628811,-0.00181246241173316,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-0.23
-0.0081295199536002,-0.00181045643731209,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1197.1300732858,-0.239
-0.00992081317405244,-0.00179129322045224,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1197.1300732858,-1197.1300732858,-0.25
-0.0104508597149316,-0.000530046540879117,-1231.56455558883,-1231.56455558883,-1231.56455558883,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.26
-0.0106579482160061,-0.000207088501074551,-1231.56455558883,-1231.56455558883,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.269
-0.0109505076056155,-0.00029255938960937,-1231.56455558883,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.277
-0.010094894843309,0.000855612762306517,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.287
-0.00937166611834617,0.000723228724962799,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.295
-0.00756267824176238,0.00180898787658378,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.304
-0.00559872918816739,0.001963949053595,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.311
-0.00203259054613642,0.00356613864203096,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.317
0.000330433000472846,0.00236302354660927,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.323
0.00495834475173556,0.00462791175126271,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.328
0.00920879971214864,0.00425045496041308,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.333
0.0153276298876731,0.00611883017552447,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.337
0.0210148048364882,0.00568717494881512,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.34
0.0275643546453548,0.00654954980886656,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.343
0.0345750836006819,0.0070107289553271,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.345
0.0417652268619862,0.00719014326130435,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-0.346
0.0500046131127839,0.00823938625079765,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1161.13507096061,-0.348
0.0592552392965367,0.00925062618375284,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1161.13507096061,-1161.13507096061,-0.349
0.0679530704145847,0.00869783111804792,-1197.1300732858,-1197.1300732858,-1197.1300732858,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.349
0.0782298229464989,0.0102767525319142,-1197.1300732858,-1197.1300732858,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.0878913317855623,0.00966150883906343,-1197.1300732858,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.0990809087489296,0.0111895769633673,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.109592153911207,0.0105112451622777,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.121600707330203,0.0120085534189953,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.133115932805406,0.0115152254752039,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.145772545603623,0.0126566127982169,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.157840781362616,0.0120682357589924,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.17094885558028,0.0131080742176642,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.183123651860725,0.0121747962804455,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.19549421995292,0.0123705680921949,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.209051421191347,0.0135572012384267,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.221474076479295,0.0124226552879475,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.234968243463433,0.0134941669841384,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-0.35
0.247237519021783,0.0122692755583499,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1123.61837394061,-0.35
0.259246525504226,0.0120090064824426,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1123.61837394061,-1123.61837394061,-0.35
0.272154337523675,0.0129078120194498,-1161.13507096061,-1161.13507096061,-1161.13507096061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.351
0.283903477528309,0.0117491400046332,-1161.13507096061,-1161.13507096061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.352
0.296239512142451,0.0123360346141422,-1161.13507096061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.352
0.307134540879896,0.0108950287374456,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.353
0.318574194175531,0.0114396532956341,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.354
0.328791219984831,0.0102170258093008,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.355
0.339648643380596,0.0108574233957643,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.356
0.3500241924821,0.0103755491015048,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.357
0.358852004781924,0.00882781229982404,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.359
0.368130736411429,0.00927873162950449,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.361
0.377032231577373,0.00890149516594413,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.364
0.385290852090306,0.0082586205129328,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.366
0.393140116413519,0.00784926432321353,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.368
0.401346307101732,0.00820619068821254,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.371
0.407842933041971,0.00649662594023948,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.374
0.414687423026055,0.0068444899840831,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-0.377
0.419903196522622,0.00521577349656716,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1084.61880755314,-0.38
0.425358177490113,0.00545498096749142,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1084.61880755314,-1084.61880755314,-0.383
0.429999992078627,0.00464181458851404,-1123.61837394061,-1123.61837394061,-1123.61837394061,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.385
0.434824448202665,0.00482445612403787,-1123.61837394061,-1123.61837394061,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.388
0.438669398105698,0.00384494990303313,-1123.61837394061,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.39
0.440633894508535,0.00196449640283702,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.392
0.443614854150407,0.00298095964187162,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.394
0.444656039320889,0.0010411851704818,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.397
0.445533735396784,0.000877696075895329,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.399
0.445238855216858,-0.000294880179926293,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.401
0.444848375647824,-0.000390479569033153,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.402
0.443187926448043,-0.00166044919978131,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.404
0.440457683275379,-0.00273024317266418,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.406
0.437467431940064,-0.00299025133531539,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.407
0.433409077641883,-0.00405835429818024,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.409
0.428208115363937,-0.00520096227794664,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.41
0.422869947321444,-0.00533816804249276,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.412
0.416488718619905,-0.00638122870153851,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-0.414
0.410048548252432,-0.00644017036747296,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1044.17519712557,-0.416
0.402483605125662,-0.00756494312677003,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1044.17519712557,-1044.17519712557,-0.418
0.39494439808595,-0.007539207039712,-1084.61880755314,-1084.61880755314,-1084.61880755314,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.421
0.386338596731709,-0.00860580135424166,-1084.61880755314,-1084.61880755314,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.423
0.376770679799095,-0.00956791693261394,-1084.61880755314,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.427
0.367228879659669,-0.0095418001394259,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.43
0.357616507051721,-0.00961237260794795,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.434
0.347016956051222,-0.0105995510004986,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.438
0.336291132003992,-0.0107258240472307,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.444
0.324547840353393,-0.0117432916505986,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.449
0.312601157475502,-0.0119466828778907,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.454
0.299392121851016,-0.013209035624486,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.461
0.287083686843683,-0.0123084350073331,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.466
0.273467015579073,-0.0136166712646101,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.473
0.258581973114709,-0.014885042464364,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.479
0.244356226015875,-0.0142257470988344,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.485
0.228673617293778,-0.0156826087220966,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.492
0.212742700041989,-0.0159309172517895,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-0.5
0.196164590547846,-0.016578109494143,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1002.32636798524,-0.507
0.17929032476126,-0.016874265786586,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1002.32636798524,-1002.32636798524,-0.513
0.162123974385941,-0.0171663503753191,-1044.17519712557,-1044.17519712557,-1044.17519712557,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.52
0.14443122066666,-0.0176927537192809,-1044.17519712557,-1044.17519712557,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.526
0.12634499425515,-0.0180862264115098,-1044.17519712557,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.532
0.108726474846837,-0.0176185194083125,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.538
0.0898926985413724,-0.0188337763054649,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.543
0.0707664807015628,-0.0191262178398096,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.549
0.0522003970572035,-0.0185660836443593,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.554
0.0331957643172981,-0.0190046327399054,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.56
0.0138831496417569,-0.0193126146755412,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.565
-0.00559719336328045,-0.0194803430050373,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.57
-0.0246123216106935,-0.019015128247413,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.574
-0.0438040740656333,-0.0191917524549398,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.578
-0.0635061858224986,-0.0197021117568653,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.583
-0.082174920273321,-0.0186687344508225,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.586
-0.10130747604174,-0.0191325557684192,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.589
-0.120739744999969,-0.0194322689582288,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-0.592
-0.13966039984851,-0.0189206548485408,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-959.111145459503,-0.594
-0.15858963612317,-0.0189292362746603,-1002.32636798524,-1002.32636798524,-1002.32636798524,-1002.32636798524,-959.111145459503,-959.111145459503,-0.597
-0.17704388798956,-0.0184542518663894,-1002.32636798524,-1002.32636798524,-1002.32636798524,-959.111145459503,-959.111145459503,-959.111145459503,-0.599
-0.19580070540914,-0.0187568174195805,-1002.32636798524,-1002.32636798524,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.6
-0.214440755780688,-0.0186400503715478,-1002.32636798524,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.602
-0.2327496027558,-0.0183088469751118,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.603
-0.251285084162472,-0.0185354814066725,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.605
-0.268839463404432,-0.0175543792419597,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.606
-0.286971268952264,-0.0181318055478316,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.607
-0.304398943164166,-0.0174276742119021,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.607
-0.321771234424265,-0.0173722912600992,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.608
-0.33927665942656,-0.0175054250022953,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.608
-0.356119202722696,-0.0168425432961355,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.608
-0.372682785403754,-0.0165635826810585,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.608
-0.389863138196935,-0.0171803527931808,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.609
-0.4058152755451,-0.0159521373481651,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.609
-0.42104867569803,-0.0152334001529296,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.609
-0.436838322581553,-0.015789646883523,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-0.609
-0.451874715438375,-0.0150363928568218,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-914.568354875711,-0.609
-0.466516905077129,-0.0146421896387546,-959.111145459503,-959.111145459503,-959.111145459503,-959.111145459503,-914.568354875711,-914.568354875711,-0.609
-0.480384067072531,-0.0138671619954013,-959.111145459503,-959.111145459503,-959.111145459503,-914.568354875711,-914.568354875711,-914.568354875711,-0.61
-0.494280042374202,-0.013895975301671,-959.111145459503,-959.111145459503,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.61
-0.507838277210243,-0.0135582348360411,-959.111145459503,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.611
-0.521419795198789,-0.0135815179885467,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.611
-0.533284332525099,-0.0118645373263097,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.611
-0.54564316283998,-0.0123588303148815,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.611
-0.557138929135859,-0.0114957662958786,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.611
-0.568648644743751,-0.0115097156078917,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.612
-0.579388684427656,-0.0107400396839056,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.612
-0.590013294672113,-0.0106246102444569,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.612
-0.599863787326005,-0.00985049265389193,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.612
-0.609224664958051,-0.00936087763204563,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.612
-0.618154109918202,-0.0089294449601508,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.613
-0.625731916955374,-0.00757780703717281,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.613
-0.634252979085299,-0.00852106212992476,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.613
-0.640887849141025,-0.00663487005572627,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-0.613
-0.648464236410877,-0.00757638726985199,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-868.736821561214,-0.613
-0.654146844627393,-0.00568260821651545,-914.568354875711,-914.568354875711,-914.568354875711,-914.568354875711,-868.736821561214,-868.736821561214,-0.614
-0.659949809346919,-0.00580296471952579,-914.568354875711,-914.568354875711,-914.568354875711,-868.736821561214,-868.736821561214,-868.736821561214,-0.614
-0.665502024095485,-0.00555221474856593,-914.568354875711,-914.568354875711,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.614
-0.670366097587032,-0.00486407349154749,-914.568354875711,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.615
-0.674151199920672,-0.00378510233364027,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.615
-0.678089676944258,-0.00393847702358596,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.616
-0.68174489265531,-0.00365521571105121,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.616
-0.684164552304251,-0.0024196596489412,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.617
-0.686888561097555,-0.00272400879330448,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.618
-0.687782237207926,-0.000893676110370945,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.619
-0.689603388824872,-0.00182115161694596,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.62
-0.690407126980804,-0.000803738155931821,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.621
-0.689999809043354,0.000407317937449858,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.622
-0.69014523400585,-0.000145424962496143,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.623
-0.689119734450082,0.00102549955576814,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.624
-0.687792776270386,0.00132695817969608,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.625
-0.686213066743008,0.00157970952737829,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.626
-0.684371169225904,0.00184189751710406,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-0.627
-0.68155270951482,0.00281845971108363,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-821.655370843365,-0.628
-0.678527093074059,0.00302561644076094,-868.736821561214,-868.736821561214,-868.736821561214,-868.736821561214,-821.655370843365,-821.655370843365,-0.629
-0.675295528929707,0.00323156414435222,-868.736821561214,-868.736821561214,-868.736821561214,-821.655370843365,-821.655370843365,-821.655370843365,-0.629
-0.671213641766006,0.00408188716370061,-868.736821561214,-868.736821561214,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.629
-0.666909780402145,0.00430386136386152,-868.736821561214,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.63
-0.663120166915305,0.00378961348683993,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.63
-0.657530293501606,0.00558987341369888,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.63
-0.651512978008855,0.00601731549275131,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.63
-0.645594502348307,0.00591847566054726,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.63
-0.638278462347929,0.00731604000037811,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.629
-0.629450147334845,0.00882831501308423,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.629
-0.620389117076805,0.00906103025804006,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.629
-0.608877492621448,0.0115116244553572,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.628
-0.597618661042308,0.0112588315791394,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.628
-0.583622566262555,0.0139960947797535,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.627
-0.56827001702841,0.0153525492341453,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.627
-0.55143057607118,0.0168394409572292,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.626
-0.532228996084309,0.019201579986871,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-0.625
-0.512364815564066,0.0198641805202436,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-821.655370843365,-773.362828049514,-0.625
