x,y,z
-244.581999995004,-1.7150009999875,0.52
-244.586995659751,-0.715013471456719,0.52
-244.591991055186,0.284974055830267,0.52
-244.59698621701,1.28496158203834,0.52
-244.601981180926,2.28494910733239,0.52
-244.606975982634,3.28493663187729,0.52
-244.611970657837,4.28492415583793,0.52
-244.616965242236,5.2849116793792,0.52
-244.621959771532,6.28489920266599,0.52
-244.626954281426,7.28488672586317,0.52
-244.631948807622,8.28487424913563,0.52
-244.636943385819,9.28486177264826,0.52
-244.64193805172,10.2848492965659,0.52
-244.646932841025,11.2848368210536,0.52
-244.651927789438,12.284824346276,0.52
-244.656922932658,13.2848118723982,0.52
-244.661918306388,14.2847993995849,0.52
-244.666913946329,15.2847869280011,0.52
-244.671909860999,16.2847744576862,0.52
-244.676905917654,17.284761988027,0.52
-244.681901937811,18.2847495181992,0.52
-244.686897742961,19.2847370473784,0.52
-244.691893154597,20.2847245747402,0.52
-244.696887994211,21.2847120994602,0.52
-244.701882083296,22.2846996207139,0.52
-244.706875243344,23.2846871376769,0.52
-244.711867303064,24.2846746495581,0.52
-244.716858429283,25.284662157128,0.52
-244.721849264574,26.2846496633543,0.52
-244.726840487266,27.2846371713697,0.52
-244.731832775689,28.2846246843072,0.52
-244.736826808171,29.2846122052995,0.52
-244.741823263042,30.2845997374794,0.52
-244.746822818631,31.2845872839798,0.52
-244.751826153267,32.2845748479334,0.52
-244.756833643148,33.2845624310778,0.52
-244.761843610902,34.284550025666,0.52
-244.766853524528,35.2845376200043,0.52
-244.771860849216,36.2845252023857,0.52
-244.776863050158,37.2845127611034,0.52
-244.781857592546,38.2845002844507,0.52
-244.78684194157,39.2844877607206,0.52
-244.791813562421,40.2844751782063,0.52
-244.796769965547,41.28446252541,0.52
-244.80171270153,42.2844498094929,0.52
-244.806650493963,43.2844370707444,0.52
-244.811592803752,44.284424352859,0.52
-244.816549091802,45.2844116995313,0.52
-244.82152881902,46.2843991544557,0.52
-244.826541446312,47.2843867613268,0.52
-244.831596434582,48.2843745638392,0.52
-244.836703244739,49.2843626056874,0.52
-244.841868320737,50.2843509166323,0.52
-244.847070903277,51.2843394007986,0.52
-244.852275815515,52.2843278957245,0.52
-244.857447748635,53.2843162383386,0.52
-244.862551393824,54.2843042655696,0.52
-244.867551442264,55.2842918143462,0.52
-244.872412585142,56.284278721597,0.52
-244.877099513642,57.2842648242507,0.52
-244.881577128724,58.2842499602049,0.52
-244.885857136277,59.2842341835224,0.52
-244.890056839613,60.2842180359604,0.52
-244.894308013089,61.2842021261097,0.52
-244.898742431059,62.284187062561,0.52
-244.903491867877,63.2841734539051,0.52
-244.908688097899,64.2841619087328,0.52
-244.914462895479,65.2841530356347,0.52
-244.920948034972,66.2841474432017,0.52
-244.928246404983,67.2841456066177,0.52
-244.93610736719,68.2841463683269,0.52
-244.944043490047,69.2841474771603,0.52
-244.951562984951,70.2841466618263,0.52
-244.958174063298,71.2841416510332,0.52
-244.963384936483,72.2841301734893,0.52
-244.966703815903,73.2841099579029,0.52
-244.967638912954,74.2840787329823,0.52
-244.965698624155,75.2840342282862,0.52
-244.960584698555,76.2839750615571,0.52
-244.952558199766,77.2839024198043,0.52
-244.941980737834,78.2838179519068,0.52
-244.929213922806,79.2837233067437,0.52
-244.914619364726,80.2836201331941,0.52
-244.898558673643,81.2835100801371,0.52
-244.881393459601,82.2833947964518,0.52
-244.863485332647,83.2832759310174,0.52
-244.845195902828,84.2831551327129,0.52
-244.826886780189,85.2830340504174,0.52
-244.808919574777,86.28291433301,0.52
-244.791644131852,87.2827975756621,0.52
-244.775179188341,88.2826843185063,0.52
-244.75943238698,89.2825741380038,0.52
-244.744303618852,90.2824665752281,0.52
-244.729692775035,91.2823611712531,0.52
-244.715499746612,92.2822574671526,0.52
-244.701624424663,93.2821550040002,0.52
-244.687966700268,94.2820533228697,0.52
-244.674426464508,95.2819519648349,0.52
-244.660903608463,96.2818504709694,0.52
-244.647298023215,97.2817483823472,0.52
-244.633509758221,98.2816452407644,0.52
-244.619474538069,99.2815407507856,0.52
-244.6052087396,100.281434984952,0.52
-244.590739818045,101.281328066349,0.52
-244.576095228635,102.281220118064,0.52
-244.561302426602,103.281111263183,0.52
-244.546388867176,104.281001624793,0.52
-244.53138200559,105.280891325979,0.52
-244.516309297074,106.280780489827,0.52
-244.501198196859,107.280669239425,0.52
-244.486076160178,108.280557697859,0.52
-244.470970638334,109.280445988196,0.52
-244.4559015389,110.280334199006,0.52
-244.440865510536,111.280222312486,0.52
-244.42585473354,112.280110290399,0.52
-244.410861388209,113.279998094508,0.52
-244.395877654843,114.279885686576,0.52
-244.380895713738,115.279773028364,0.52
-244.365907745191,116.279660081636,0.52
-244.350905929502,117.279546808155,0.52
-244.335882446968,118.279433169683,0.52
-244.320829477885,119.279319127984,0.52
-244.305739217033,120.279204644884,0.52
-244.290606655598,121.279089694877,0.52
-244.275432894778,122.278974280123,0.52
-244.260219842848,123.27885840644,0.52
-244.244969408078,124.278742079643,0.52
-244.229683498741,125.278625305549,0.52
-244.214364023109,126.278508089974,0.52
-244.199012889455,127.278390438735,0.52
-244.183632006051,128.278272357648,0.52
-244.168223281169,129.27815385253,0.52
-244.152788623082,130.278034929196,0.52
-244.137329864001,131.277915593105,0.52
-244.121847449638,132.277795843181,0.52
-244.106340615071,133.277675672643,0.52
-244.090808554697,134.27755507452,0.52
-244.075250462914,135.277434041839,0.52
-244.059665534119,136.277312567628,0.52
-244.044052962709,137.277190644914,0.52
-244.028411943083,138.277068266725,0.52
-244.012741669636,139.27694542609,0.52
-243.997041336767,140.276822116035,0.52
-243.981310139068,141.27669832959,0.52
-243.965547438549,142.276574060441,0.52
-243.949753070202,143.276449304134,0.52
-243.93392695195,144.276324056542,0.52
-243.918069001721,145.276198313537,0.52
-243.902179137439,146.276072070991,0.52
-243.88625727703,147.275945324777,0.52
-243.870303338418,148.275818070768,0.52
-243.854317239531,149.275690304835,0.52
-243.838298898292,150.275562022851,0.52
-243.822248232627,151.275433220688,0.52
-243.806165132587,152.275303894028,0.52
-243.79004933743,153.27517403752,0.52
-243.773900535665,154.275043645467,0.52
-243.757718415762,155.274912712169,0.52
-243.741502666191,156.274781231928,0.52
-243.725252975421,157.274649199046,0.52
-243.708969031923,158.274516607825,0.52
-243.692650524167,159.274383452566,0.52
-243.676297140622,160.27424972757,0.52
-243.659908569759,161.274115427141,0.52
-243.643484503809,162.273980545523,0.52
-243.627024655586,163.273845076666,0.52
-243.610528744899,164.273709014417,0.52
-243.593996491565,165.273572352622,0.52
-243.5774276154,166.273435085128,0.52
-243.560821836221,167.273297205782,0.52
-243.544178873844,168.27315870843,0.52
-243.527498448085,169.273019586919,0.52
-243.510780278762,170.272879835095,0.52
-243.494024085681,171.272739446806,0.52
-243.477229578894,172.272598415701,0.52
-243.460396439714,173.27245673485,0.52
-243.443524344192,174.272314397216,0.52
-243.426612968377,175.272171395763,0.52
-243.409661988319,176.272027723456,0.52
-243.392671080068,177.271883373256,0.52
-243.375639919674,178.271738338129,0.52
-243.358568183187,179.271592611038,0.52
-243.341455546656,180.271446184947,0.52
-243.324301685531,181.271299052799,0.52
-243.307106262429,182.271151207095,0.52
-243.289868927676,183.271002639918,0.52
-243.272589331102,184.27085334333,0.52
-243.255267122538,185.270703309395,0.52
-243.237901951815,186.270552530177,0.52
-243.220493468763,187.270400997739,0.52
-243.203041323213,188.270248704145,0.52
-243.185545164996,189.270095641458,0.52
-243.168004643929,190.269941801742,0.52
-243.150419401507,191.269787176807,0.52
-243.132789056745,192.269631757782,0.52
-243.115113224903,193.269475535681,0.52
-243.097391521236,194.269318501519,0.52
-243.079623561005,195.269160646311,0.52
-243.061808959465,196.269001961071,0.52
-243.043947331876,197.268842436814,0.52
-243.026038293495,198.268682064554,0.52
-243.00808145958,199.268520835307,0.52
-242.990076440257,200.268358739917,0.52
-242.972022821717,201.268195768447,0.52
-242.953920183173,202.268031910729,0.52
-242.935768103839,203.267867156596,0.52
-242.917566162929,204.267701495881,0.52
-242.899313939657,205.267534918416,0.52
-242.881011013235,206.267367414035,0.52
-242.862656962878,207.267198972569,0.52
-242.844251367799,208.267029583852,0.52
-242.82579380134,209.266859237517,0.52
-242.807283810423,210.266687922307,0.52
-242.788720934543,211.266515626711,0.52
-242.770104713194,212.266342339221,0.52
-242.751434685871,213.266168048326,0.52
-242.732710392068,214.265992742518,0.52
-242.713931371279,215.265816410287,0.52
-242.695097162999,216.265639040123,0.52
-242.67620730669,217.265460620515,0.52
-242.657261330578,218.265281139557,0.52
-242.638258735235,219.265100584367,0.52
