4.436, -240.468, 0.100
4.380, -245.427, 0.100
4.324, -250.378, 0.100
4.268, -255.372, 0.100
4.212, -260.366, 0.100
4.156, -265.411, 0.100
4.100, -270.490, 0.100
4.046, -275.488, 0.100
3.991, -280.478, 0.100
3.937, -285.464, 0.100
3.882, -290.506, 0.100
3.830, -295.526, 0.100
3.783, -300.554, 0.100
3.736, -305.691, 0.100
3.694, -310.716, 0.100
3.653, -315.669, 0.100
3.620, -320.822, 0.100
3.608, -325.875, 0.100
3.619, -330.882, 0.100
3.655, -335.832, 0.100
3.705, -340.870, 0.100
3.771, -345.992, 0.100
3.844, -350.949, 0.100
3.926, -356.140, 0.100
4.011, -361.232, 0.100
4.096, -366.239, 0.100
4.182, -371.254, 0.100
4.268, -376.248, 0.100
4.354, -381.216, 0.100
4.441, -386.243, 0.100
4.528, -391.237, 0.100
4.615, -396.191, 0.100
4.705, -401.315, 0.100
4.794, -406.379, 0.100
4.882, -411.383, 0.100
4.973, -416.507, 0.100
5.063, -421.630, 0.100
5.150, -426.632, 0.100
5.196, -431.780, 0.100
5.148, -436.892, 0.100
5.022, -441.964, 0.100
4.856, -447.087, 0.100
4.659, -452.163, 0.100
4.450, -457.184, 0.100
4.235, -462.338, 0.100
4.038, -467.435, 0.100
3.853, -472.569, 0.100
3.673, -477.768, 0.100
3.504, -482.782, 0.100
3.358, -487.884, 0.100
3.322, -492.938, 0.100
3.426, -497.963, 0.100
3.592, -502.941, 0.100
3.754, -507.906, 0.100
3.907, -512.871, 0.100
4.086, -517.875, 0.100
3.655, -523.698, 0.100
-1.735, -528.968, 0.100
-9.673, -526.776, 0.100
-11.547, -519.839, 0.100
-11.614, -514.285, 0.100
-12.138, -509.202, 0.100
-12.639, -504.211, 0.100
-12.968, -499.121, 0.100
-13.184, -494.080, 0.100
-13.417, -489.045, 0.100
-13.583, -483.987, 0.100
-13.647, -479.014, 0.100
-13.556, -474.007, 0.100
-13.444, -468.991, 0.100
-13.321, -464.020, 0.100
-13.188, -459.058, 0.100
-13.044, -454.067, 0.100
-12.885, -448.933, 0.100
-12.722, -443.951, 0.100
-12.543, -438.800, 0.100
-12.351, -433.637, 0.100
-12.151, -428.554, 0.100
-11.942, -423.487, 0.100
-11.729, -418.534, 0.100
-11.503, -413.390, 0.100
-11.282, -408.389, 0.100
-11.059, -403.335, 0.100
-10.835, -398.264, 0.100
-10.606, -393.095, 0.100
-10.382, -388.015, 0.100
-10.155, -382.848, 0.100
-9.936, -377.880, 0.100
-9.714, -372.837, 0.100
-9.486, -367.624, 0.100
-9.262, -362.536, 0.100
-9.040, -357.479, 0.100
-8.820, -352.457, 0.100
-8.597, -347.378, 0.100
-8.377, -342.346, 0.100
-8.160, -337.368, 0.100
-7.935, -332.235, 0.100
-7.719, -327.265, 0.100
-7.496, -322.144, 0.100
-7.276, -317.085, 0.100
-7.060, -312.093, 0.100
-6.863, -306.954, 0.100
-6.701, -301.752, 0.100
-6.590, -296.730, 0.100
-6.499, -291.667, 0.100
-6.421, -286.566, 0.100
-6.349, -281.427, 0.100
-6.278, -276.133, 0.100
-6.208, -270.918, 0.100
-6.139, -265.665, 0.100
-6.069, -260.377, 0.100
-6.001, -255.291, 0.100
-5.937, -250.171, 0.100
-5.899, -245.022, 0.100
-5.913, -239.839, 0.100
-5.963, -234.627, 0.100
-6.026, -229.386, 0.100
-6.096, -224.236, 0.100
-6.168, -218.936, 0.100
-6.236, -213.979, 0.100
-6.304, -208.998, 0.100
-6.366, -203.994, 0.100
-6.410, -198.964, 0.100
-6.393, -193.787, 0.100
-6.328, -188.711, 0.100
-6.259, -183.742, 0.100
-6.222, -178.628, 0.100
-6.186, -173.491, 0.100
-6.155, -168.463, 0.100
-6.125, -163.411, 0.100
-6.095, -158.339, 0.100
-6.065, -153.248, 0.100
-6.036, -148.267, 0.100
-6.007, -143.269, 0.100
-5.978, -138.254, 0.100
-5.947, -132.957, 0.100
-5.917, -127.774, 0.100
-5.887, -122.439, 0.100
-5.856, -117.088, 0.100
-5.828, -112.121, 0.100
-5.799, -107.005, 0.100
-5.769, -101.739, 0.100
-5.741, -96.727, 0.100
-5.713, -91.702, 0.100
-5.684, -86.527, 0.100
-5.654, -81.201, 0.100
-5.625, -75.998, 0.100
-5.597, -70.917, 0.100
-5.569, -65.957, 0.100
-5.540, -60.701, 0.100
-5.512, -55.567, 0.100
-5.484, -50.420, 0.100
-5.453, -45.396, 0.100
-5.401, -40.084, 0.100
-5.344, -34.933, 0.100
-5.284, -29.947, 0.100
-5.219, -24.854, 0.100
-5.152, -19.652, 0.100
-5.084, -14.482, 0.100
-5.016, -9.342, 0.100
-4.948, -4.231, 0.100
-4.882, 0.849, 0.100
-4.815, 5.901, 0.100
-4.749, 10.923, 0.100
-4.680, 16.177, 0.100
-4.614, 21.140, 0.100
-4.546, 26.332, 0.100
-4.479, 31.366, 0.100
-4.411, 36.370, 0.100
-4.346, 41.470, 0.100
-4.334, 46.542, 0.100
-4.336, 51.707, 0.100
-4.347, 56.723, 0.100
-4.358, 61.715, 0.100
-4.311, 66.670, 0.100
-4.160, 71.836, 0.100
-4.008, 76.963, 0.100
-3.853, 82.172, 0.100
-3.703, 87.223, 0.100
-3.784, 92.354, 0.100
-6.986, 97.335, 0.100
-8.711, 102.520, 0.100
-9.240, 107.814, 0.100
-8.437, 112.996, 0.100
-6.430, 118.069, 0.100
-4.595, 123.039, 0.100
-3.556, 128.142, 0.100
-3.236, 133.139, 0.100
-3.248, 138.251, 0.100
-3.139, 143.325, 0.100
-3.071, 148.361, 0.100
-3.269, 153.477, 0.100
-3.482, 158.437, 0.100
-3.717, 163.704, 0.100
-3.944, 168.815, 0.100
-4.171, 173.887, 0.100
-4.401, 179.032, 0.100
-4.624, 184.025, 0.100
-4.849, 189.090, 0.100
-5.077, 194.224, 0.100
-5.308, 199.425, 0.100
-5.542, 204.695, 0.100
-5.776, 209.954, 0.100
-6.010, 215.219, 0.100
-6.235, 220.274, 0.100
-6.456, 225.229, 0.100
-6.662, 230.412, 0.100
-6.774, 235.508, 0.100
