-6.850, 240.526, 0.100
-6.908, 245.576, 0.100
-6.954, 250.663, 0.100
-6.998, 255.791, 0.100
-7.041, 260.955, 0.100
-7.083, 266.046, 0.100
-7.126, 271.059, 0.100
-7.169, 276.219, 0.100
-7.211, 281.184, 0.100
-7.257, 286.295, 0.100
-7.306, 291.557, 0.100
-7.364, 296.854, 0.100
-7.552, 301.828, 0.100
-7.893, 306.832, 0.100
-8.288, 312.104, 0.100
-8.674, 317.196, 0.100
-9.050, 322.161, 0.100
-9.438, 327.264, 0.100
-9.816, 332.247, 0.100
-10.195, 337.236, 0.100
-10.573, 342.228, 0.100
-10.954, 347.265, 0.100
-11.115, 352.272, 0.100
-9.704, 357.186, 0.100
-12.354, 362.238, 0.100
-10.745, 367.198, 0.100
-8.510, 372.056, 0.100
-5.508, 375.995, 0.100
-0.565, 376.439, 0.100
3.111, 373.104, 0.100
4.344, 368.296, 0.100
5.005, 363.357, 0.100
5.120, 358.407, 0.100
5.177, 353.439, 0.100
5.233, 348.488, 0.100
5.290, 343.501, 0.100
5.347, 338.521, 0.100
5.403, 333.537, 0.100
5.455, 328.480, 0.100
5.508, 323.429, 0.100
5.560, 318.440, 0.100
5.612, 313.359, 0.100
5.663, 308.356, 0.100
5.699, 303.395, 0.100
5.729, 298.428, 0.100
5.758, 293.398, 0.100
5.788, 288.318, 0.100
5.817, 283.281, 0.100
5.846, 278.305, 0.100
5.867, 273.289, 0.100
5.871, 268.249, 0.100
5.853, 263.204, 0.100
5.817, 258.161, 0.100
5.758, 252.943, 0.100
5.681, 247.921, 0.100
5.592, 242.826, 0.100
5.498, 237.658, 0.100
5.401, 232.419, 0.100
5.305, 227.210, 0.100
5.210, 222.037, 0.100
5.115, 216.904, 0.100
5.021, 211.818, 0.100
4.924, 206.574, 0.100
4.832, 201.591, 0.100
4.739, 196.561, 0.100
4.646, 191.487, 0.100
4.551, 186.370, 0.100
4.458, 181.322, 0.100
4.364, 176.242, 0.100
4.267, 171.024, 0.100
4.173, 165.890, 0.100
4.076, 160.644, 0.100
3.983, 155.633, 0.100
3.888, 150.453, 0.100
3.794, 145.330, 0.100
3.702, 140.263, 0.100
3.610, 135.252, 0.100
3.522, 130.191, 0.100
3.450, 125.085, 0.100
3.405, 119.935, 0.100
3.395, 114.940, 0.100
3.431, 109.708, 0.100
3.514, 104.632, 0.100
3.641, 99.519, 0.100
3.786, 94.465, 0.100
3.935, 89.465, 0.100
4.087, 84.422, 0.100
4.240, 79.325, 0.100
4.389, 74.358, 0.100
4.540, 69.338, 0.100
4.690, 64.352, 0.100
4.847, 59.145, 0.100
5.001, 54.000, 0.100
5.151, 49.003, 0.100
5.301, 43.981, 0.100
5.449, 39.017, 0.100
5.594, 34.029, 0.100
5.708, 29.017, 0.100
5.766, 23.983, 0.100
5.758, 19.013, 0.100
5.706, 13.943, 0.100
5.644, 8.859, 0.100
5.580, 3.763, 0.100
5.516, -1.268, 0.100
5.454, -6.232, 0.100
5.390, -11.358, 0.100
5.327, -16.415, 0.100
5.264, -21.494, 0.100
5.201, -26.486, 0.100
5.139, -31.448, 0.100
5.076, -36.447, 0.100
5.013, -41.546, 0.100
4.951, -46.537, 0.100
4.888, -51.616, 0.100
4.826, -56.647, 0.100
4.771, -61.691, 0.100
4.719, -66.683, 0.100
4.666, -71.756, 0.100
4.614, -76.799, 0.100
4.562, -81.857, 0.100
4.511, -86.825, 0.100
4.464, -91.884, 0.100
4.429, -96.840, 0.100
4.408, -101.815, 0.100
4.403, -106.806, 0.100
4.418, -111.874, 0.100
4.454, -117.018, 0.100
4.512, -122.030, 0.100
4.590, -127.040, 0.100
4.680, -132.047, 0.100
4.777, -137.041, 0.100
4.869, -142.020, 0.100
4.951, -146.980, 0.100
5.015, -152.067, 0.100
5.060, -157.131, 0.100
5.087, -162.096, 0.100
5.096, -167.110, 0.100
5.090, -172.235, 0.100
5.073, -177.252, 0.100
5.047, -182.304, 0.100
5.018, -187.380, 0.100
4.981, -192.478, 0.100
4.937, -197.465, 0.100
4.883, -202.528, 0.100
4.826, -207.479, 0.100
4.765, -212.556, 0.100
4.705, -217.573, 0.100
4.644, -222.643, 0.100
4.585, -227.645, 0.100
4.527, -232.635, 0.100
4.469, -237.659, 0.100
4.436, -240.468, 0.100
