x,y,z
-245.325545489526,253.283577300673,0.52
-245.324759795289,254.283577004266,0.52
-245.32392410231,255.283576667624,0.52
-245.323037988521,256.283576288158,0.52
-245.322101012716,257.283575863021,0.52
-245.321112695302,258.283575388861,0.52
-245.320072552097,259.283574862265,0.52
-245.318980098919,260.283574279818,0.52
-245.317834851585,261.283573638106,0.52
-245.316636325915,262.283572933716,0.52
-245.315384037726,263.283572163235,0.52
-245.314077502836,264.283571323247,0.52
-245.312716237063,265.283570410341,0.52
-245.311299756226,266.283569421101,0.52
-245.309827575649,267.283568352107,0.52
-245.308299184281,268.283567199545,0.52
-245.306714031917,269.283565959019,0.52
-245.305071565181,270.283564626086,0.52
-245.303371230696,271.283563196301,0.52
-245.301612475085,272.283561665221,0.52
-245.299794744972,273.283560028403,0.52
-245.29791748698,274.283558281404,0.52
-245.295980147732,275.283556419778,0.52
-245.293982173852,276.283554439084,0.52
-245.291923011962,277.283552334878,0.52
-245.289802097768,278.283550102532,0.52
-245.287618816566,279.283547736575,0.52
-245.285372539109,280.283545231293,0.52
-245.283062636152,281.283542580968,0.52
-245.280688478447,282.283539779887,0.52
-245.278249436747,283.283536822333,0.52
-245.275744881807,284.283533702591,0.52
-245.27317418438,285.283530414945,0.52
-245.270536715219,286.28352695368,0.52
-245.267831845077,287.283523313081,0.52
-245.265058930015,288.283519487153,0.52
-245.262217271654,289.28351546887,0.52
-245.259306159013,290.283511250966,0.52
-245.256324881107,291.283506826176,0.52
-245.253272726952,292.283502187234,0.52
-245.250148985567,293.283497326874,0.52
-245.246952945966,294.28349223783,0.52
-245.243683897168,295.283486912838,0.52
-245.240341128187,296.28348134463,0.52
-245.236923925669,297.283475525892,0.52
-245.233431532453,298.283469448357,0.52
-245.229863152836,299.283463102929,0.52
-245.226217989804,300.283456480483,0.52
-245.222495246338,301.283449571892,0.52
-245.218694125423,302.283442368031,0.52
-245.214813830042,303.283434859773,0.52
-245.210853563178,304.283427037994,0.52
-245.206812527815,305.283418893567,0.52
-245.202689925085,306.283410417321,0.52
-245.198484913962,307.283401599029,0.52
-245.194196611505,308.283392427422,0.52
-245.18982413297,309.283382891181,0.52
-245.185366593611,310.28337297899,0.52
-245.180823108682,311.283362679533,0.52
-245.176192793439,312.283351981492,0.52
-245.171474763137,313.28334087355,0.52
-245.166668133029,314.283329344392,0.52
-245.161772009168,315.283317382427,0.52
-245.156785442077,316.283304974429,0.52
-245.151707461565,317.28329210656,0.52
-245.146537097404,318.283278764979,0.52
-245.141273379368,319.283264935845,0.52
-245.135915337227,320.283250605321,0.52
-245.130462000755,321.283235759564,0.52
-245.124912399724,322.283220384737,0.52
-245.119265560892,323.283204466888,0.52
-245.113520468541,324.283187990523,0.52
-245.107676075564,325.283170939005,0.52
-245.101731334113,326.283153295669,0.52
-245.095685196344,327.283135043852,0.52
-245.08953661441,328.283116166889,0.52
-245.083284540466,329.283096648117,0.52
-245.076927926666,330.283076470871,0.52
-245.070465721061,331.283055618287,0.52
-245.063896834072,332.283034071653,0.52
-245.057220155905,333.283011811268,0.52
-245.050434576571,334.282988817423,0.52
-245.043538986079,335.282965070404,0.52
-245.036532274441,336.282940550503,0.52
-245.029413331668,337.282915238007,0.52
-245.022181047721,338.282889113202,0.52
-245.014834302135,339.282862155487,0.52
-245.007371951257,340.282834342291,0.52
-244.999792848307,341.282805650778,0.52
-244.992095846504,342.28277605811,0.52
-244.98427979907,343.282745541452,0.52
-244.976343559224,344.282714077967,0.52
-244.968285980187,345.282681644819,0.52
-244.960105915294,346.282648218682,0.52
-244.951802218343,347.282613774247,0.52
-244.943373743253,348.2825782857,0.52
-244.934819343941,349.282541727225,0.52
-244.926137874326,350.28250407301,0.52
-244.917328188324,351.28246529724,0.52
-244.908389139861,352.2824253741,0.52
-244.899319594388,353.28238427723,0.52
-244.890118452091,354.282341978626,0.52
-244.880784619673,355.282298449973,0.52
-244.87131700384,356.282253662959,0.52
-244.861714511296,357.282207589269,0.52
-244.851976048744,358.28216020059,0.52
-244.842100525117,359.282111468578,0.52
-244.832086905332,360.282061364139,0.52
-244.821934213059,361.282009857393,0.52
-244.811641474749,362.281956918421,0.52
-244.801207716855,363.281902517305,0.52
-244.790631965829,364.281846624125,0.52
-244.779913248203,365.281789208965,0.52
-244.769050640409,366.281730241875,0.52
-244.758043353419,367.281669692829,0.52
-244.74689062066,368.281607531789,0.52
-244.735591675553,369.281543728714,0.52
-244.724145751524,370.281478253565,0.52
-244.712552081998,371.281411076302,0.52
-244.700809953827,372.281342167198,0.52
-244.688918849005,373.281271497663,0.52
-244.676878294065,374.281199039367,0.52
-244.664687815541,375.281124763979,0.52
-244.652346939967,376.28104864317,0.52
-244.63985519414,377.280970648613,0.52
-244.627212219081,378.280890753263,0.52
-244.614417947969,379.280808933355,0.52
-244.601472360031,380.28072516564,0.52
-244.588375434491,381.280639426871,0.52
-244.575127150576,382.280551693798,0.52
-244.561727494213,383.280461943269,0.52
-244.548176623296,384.280370154532,0.52
-244.534474878218,385.280276309392,0.52
-244.520622608185,386.280180389775,0.52
-244.506620162399,387.280082377607,0.52
-244.492467890067,388.279982254816,0.52
-244.478166339399,389.279880006563,0.52
-244.463716888417,390.279775631502,0.52
-244.449121131389,391.279669131805,0.52
-244.434380662585,392.279560509643,0.52
-244.419497076274,393.279449767186,0.52
-244.404471869485,394.279336905265,0.52
-244.389305372814,395.279221908638,0.52
-244.373997146857,396.279104751455,0.52
-244.358546738571,397.278985407677,0.52
-244.342953694913,398.278863851264,0.52
-244.327217479689,399.278740054746,0.52
-244.311335374332,400.278613953103,0.52
-244.295302316501,401.278485440982,0.52
-244.27911312837,402.278354411045,0.52
-244.262762632117,403.278220755956,0.52
-244.246245652539,404.278084368256,0.52
-244.229557106711,405.277945136269,0.52
-244.212692026322,406.27780294308,0.52
-244.195645450211,407.277657671448,0.52
-244.178412417219,408.277509204132,0.52
-244.16098794863,409.277357423292,0.52
-244.143366638783,410.277202196587,0.52
-244.125542641761,411.277043376718,0.52
-244.10751009143,412.2768808157,0.52
-244.089263121658,413.276714365547,0.52
-244.070795829206,414.276543876536,0.52
-244.052101904912,415.276369179929,0.52
-244.033174789313,416.276190095268,0.52
-244.014007919266,417.27600644192,0.52
-243.994594731626,418.275818039251,0.52
-243.974928517849,419.275624699701,0.52
-243.955001988789,420.275426208037,0.52
-243.9348077104,421.275222342121,0.52
-243.914338248637,422.275012879817,0.52
-243.893586156248,423.274797598285,0.52
-243.872543568599,424.274576252552,0.52
-243.851202128714,425.274348571532,0.52
-243.829553451287,426.274114282637,0.52
-243.807589151009,427.273873113277,0.52
-243.785300669518,428.273624780885,0.52
-243.762678734221,429.273368961699,0.52
-243.7397138883,430.273105321334,0.52
-243.716396674933,431.272833525402,0.52
-243.692717580916,432.272553235964,0.52
-243.668666412831,433.272264072194,0.52
-243.644232526382,434.271965624845,0.52
-243.619405269197,435.271657484157,0.52
-243.594173970587,436.271339239113,0.52
-243.568527375805,437.271010438526,0.52
-243.542453538134,438.270670583623,0.52
-243.515940470757,439.270319172873,0.52
-243.488976178536,440.26995570412,0.52
-243.461548126444,441.269579634711,0.52
-243.433642918569,442.269190357415,0.52
-243.405247082061,443.268787259233,0.52
-243.376347135306,444.268369726445,0.52
-243.346929002973,445.267937096785,0.52
-243.316977648219,446.267488629362,0.52
-243.286477946474,447.26702357611,0.52
-243.255414751314,448.266541187016,0.52
-243.223772138435,449.266040642748,0.52
-243.191533212622,450.265521037455,0.52
-243.158681017609,451.264981459844,0.52
-243.125198518588,452.264420990999,0.52
-243.091067572499,453.263838604407,0.52
-243.056269216145,454.263233193934,0.52
-243.020784467055,455.262603651573,0.52
-242.984594058591,456.261948839265,0.52
-242.947677249982,457.261267463055,0.52
-242.91001282391,458.260558178589,0.52
-242.871579550746,459.259819640099,0.52
-242.832355330595,460.259050401563,0.52
-242.792316623342,461.25824885105,0.52
-242.751439753658,462.257413361056,0.52
-242.709700818133,463.256542275449,0.52
-242.667074216721,464.255633725179,0.52
-242.623533584637,465.254685745219,0.52
-242.579052526842,466.253696366451,0.52
-242.533603471368,467.252663458799,0.52
-242.487157227909,468.251584670868,0.52
-242.439684488454,469.250457635164,0.52
-242.391155333024,470.249279892947,0.52
-242.341537719335,471.248048669033,0.52
-242.290799145339,472.246761119683,0.52
-242.238906810741,473.24541435264,0.52
-242.18582573353,474.244005120712,0.52
-242.131519962594,475.242530019048,0.52
-242.075953378372,476.240985612931,0.52
-242.019087775961,477.239368097105,0.52
-241.960883515357,478.23767341131,0.52
-241.901300810452,479.235897467364,0.52
-241.840297823535,480.234035778363,0.52
-241.77783097552,481.23208351897,0.52
-241.71385650786,482.230035826658,0.52
-241.648328489151,483.227887376169,0.52
-241.581199138484,484.225632448365,0.52
-241.512420425777,485.223265267062,0.52
-241.441941850663,486.220779478206,0.52
-241.369711186362,487.21816832389,0.52
-241.295675799565,488.215424942254,0.52
-241.219780177126,489.212541729092,0.52
-241.141967459627,490.209510733158,0.52
-241.062179980198,491.2063237731,0.52
-240.980356911514,492.20297176607,0.52
-240.896436625856,493.199445400276,0.52
-240.810355846364,494.195734840522,0.52
-240.722048435279,495.191829343617,0.52
-240.631447754708,496.1877179994,0.52
-240.538484458933,497.183388934326,0.52
-240.443087348368,498.178829615279,0.52
-240.345184251099,499.174027119153,0.52
-240.244699868486,500.16896726329,0.52
-240.14155813399,501.16363554872,0.52
-240.035680723008,502.158016431068,0.52
-239.926987259015,503.15209341597,0.52
-239.815396438327,504.145849512494,0.52
-239.700824196796,505.139266233731,0.52
-239.583185738808,506.132324675224,0.52
-239.462394198854,507.125004558958,0.52
-239.338361337614,508.117284693165,0.52
-239.210997783972,509.109142974202,0.52
-239.080212297074,510.100555786306,0.52
-238.945913200905,511.091498957459,0.52
-238.808007777744,512.081946638845,0.52
-238.666402813031,513.071872354744,0.52
-238.521002954123,514.061247787777,0.52
-238.371712179673,515.050043643281,0.52
-238.218444958472,516.038231040322,0.52
-238.06112587946,517.025781494405,0.52
-237.89968073704,518.012665897668,0.52
-237.734036532919,518.998854162838,0.52
-237.564119250419,519.984315301325,0.52
-237.389852407629,520.969016521435,0.52
-237.211158710438,521.952924171362,0.52
-237.027959467419,522.936002809131,0.52
-236.840175269104,523.918216100262,0.52
-236.647725111958,524.899525761531,0.52
-236.450527275559,525.879892535887,0.52
-236.248498677343,526.859275149377,0.52
-236.041555578091,527.837631265319,0.52
-235.829613041405,528.814916464443,0.52
-235.612585547177,529.791085162255,0.52
-235.390386614705,530.766089662887,0.52
-235.162929288816,531.739880978994,0.52
-234.930125928674,532.712408040116,0.52
-234.691888572595,533.683618314761,0.52
-234.448128887585,534.653457299671,0.52
-234.198758447536,535.621868814025,0.52
-233.943688782583,536.588794898146,0.52
-233.68283166744,537.554175687911,0.52
-233.416099159014,538.517949763106,0.52
-233.143404009106,539.480053660901,0.52
-232.864659627466,540.440422498106,0.52
-232.579780590927,541.398989441398,0.52
-232.288682697728,542.355686204799,0.52
-231.991283280554,543.310442890595,0.52
-231.687501698204,544.263188066203,0.52
-231.377259204981,545.213849070559,0.52
-231.060479865015,546.162351829885,0.52
-230.737090399662,547.108621282236,0.52
-230.407020715242,548.052581372975,0.52
-230.07020458191,548.994155267686,0.52
-229.726579391537,549.933265625821,0.52
-229.376087220087,550.869834734792,0.52
-229.018675004577,551.80378486322,0.52
-228.654294615516,552.735038460489,0.52
-228.282904054371,553.66351853773,0.52
-227.904467357617,554.589148997241,0.52
-227.518954914481,555.511854897984,0.52
-227.126344629706,556.431563025426,0.52
-226.726621784073,557.348202204774,0.52
-226.319779365879,558.261703642132,0.52
-225.905819173689,559.172001630208,0.52
-225.484751774129,560.079033911142,0.52
-225.05659667099,560.982742033798,0.52
-224.621383214065,561.883072099967,0.52
-224.179150834713,562.7799752912,0.52
-223.729948990712,563.67340819297,0.52
-223.273837623476,564.563333390157,0.52
-222.810887624861,565.449720176479,0.52
-222.341181214224,566.332545171009,0.52
-221.864810763008,567.211792046786,0.52
-221.381879220256,568.087452227314,0.52
-220.892508666952,568.959530129596,0.52
-220.396805694154,569.82802425933,0.52
-219.894787000286,570.692882912035,0.52
-219.386324281413,571.553968897162,0.52
-218.871294674866,572.411143352259,0.52
-218.349583286394,573.264267454598,0.52
-217.821078849125,574.113200114219,0.52
-217.285678176264,574.957800514405,0.52
-216.743285535138,575.797927883009,0.52
-216.193813395642,576.633442194353,0.52
-215.637182990955,577.464204751137,0.52
-215.073324794021,578.29007874117,0.52
-214.502179134866,579.110929900346,0.52
-213.923696674946,579.926627185819,0.52
-213.337838662087,580.737043391825,0.52
-212.744577232023,581.542055784245,0.52
-212.143895658615,582.341546736851,0.52
-211.535788639795,583.135404426012,0.52
-210.920262364945,583.923523452102,0.52
-210.29733441461,584.705805359835,0.52
-209.667033679305,585.482159163771,0.52
-209.029400211525,586.252501838866,0.52
-208.384485095823,587.016758852399,0.52
-207.732350087953,587.774864538167,0.52
-207.073067131825,588.526762338875,0.52
-206.406717902785,589.272405044458,0.52
-205.73339330779,590.011754978287,0.52
-205.05319301141,590.744784225724,0.52
-204.366224749544,591.471474622729,0.52
-203.672603611978,592.191817638614,0.52
-202.972451373324,592.905814264842,0.52
-202.265895832813,593.613474887349,0.52
-201.553070162818,594.314819186268,0.52
-200.834112104274,595.009875715612,0.52
-200.109163254001,595.698681518494,0.52
-199.378368401607,596.381281756924,0.52
-198.641874903871,597.057729432098,0.52
-197.899831996748,597.728084894623,0.52
-197.152390155271,598.3924152448,0.52
-196.399700551255,599.050793856176,0.52
-195.641914523884,599.703300000515,0.52
-194.879182995132,600.350018277565,0.52
-194.111656152462,600.991038131485,0.52
-193.339482872583,601.626453120878,0.52
-192.56281007978,602.256360284676,0.52
-191.781784395092,602.88086214529,0.52
-190.996544403453,603.50005660682,0.52
-190.207214226819,604.114028424325,0.52
-189.413902296058,604.722846697139,0.52
-188.61670828947,605.326572830767,0.52
-187.815725086251,605.925262533811,0.52
-187.011037915036,606.518964465355,0.52
-186.202725479107,607.107721168829,0.52
-185.390860722102,607.691569633526,0.52
-184.575510892129,608.270541169992,0.52
-183.756737949281,608.844661608373,0.52
-182.934599277988,609.413951870376,0.52
-182.109147770286,609.97842790093,0.52
-181.280431989259,610.538100627075,0.52
-180.448496795032,611.092976505607,0.52
-179.613383402724,611.643057437473,0.52
-178.775129438656,612.188340601053,0.52
-177.933769474275,612.728818962404,0.52
-177.089335049251,613.264481144177,0.52
-176.241854688037,613.795311189757,0.52
-175.391354352289,614.321289041847,0.52
-174.537857423815,614.84239033599,0.52
-173.681384720117,615.358586135058,0.52
-172.821954875304,615.869843381625,0.52
-171.959584284752,616.376124586946,0.52
-171.094287141771,616.877387569551,0.52
-170.226075752972,617.373585877933,0.52
-169.354960453878,617.864668350139,0.52
-168.48094967685,618.350578885902,0.52
-167.6040502054,618.831256826127,0.52
-166.724267075384,619.306636365199,0.52
-165.841603674758,619.776646377509,0.52
-164.956061943389,620.24121073394,0.52
-164.06764227705,620.700247556882,0.52
-163.176343653052,621.153669106643,0.52
-162.282163786341,621.601382015856,0.52
-161.385099053645,622.043286383001,0.52
-160.485144636643,622.479275702231,0.52
-159.582294649604,622.909237005637,0.52
-158.676542100139,623.333049792377,0.52
-157.767879043889,623.750585957679,0.52
-156.856296702137,624.161709848896,0.52
-155.941785475631,624.566277026201,0.52
-155.024335112262,624.964134110789,0.52
-154.103934834005,625.355118778119,0.52
-153.18057342229,625.739058354815,0.52
-152.254239416504,626.115769454496,0.52
-151.32492126468,626.485057937131,0.52
-150.392607499037,626.846717386654,0.52
-149.457287047343,627.200528350375,0.52
-148.518949329803,627.546258207378,0.52
-147.577584565412,627.883659674481,0.52
-146.633185742814,628.212472406294,0.52
-145.685776304721,628.532507956663,0.52
-144.735416102015,628.843671529476,0.52
-143.782167790523,629.145871490852,0.52
-142.826095316367,629.439013974682,0.52
-141.867264070057,629.723002849667,0.52
-140.905740877101,629.997739371177,0.52
-139.941594129851,630.26312202806,0.52
-138.974893816172,630.519046454383,0.52
-138.005711612877,630.765405224835,0.52
-137.034121054377,631.002087536459,0.52
-136.060197616218,631.228979040651,0.52
-135.084018808869,631.445961666717,0.52
-134.105664324321,631.652913355235,0.52
-133.125216247292,631.849707681439,0.52
-132.142759195385,632.036213620242,0.52
-131.158380477871,632.212295287086,0.52
-130.172170303034,632.377811601775,0.52
-129.184222046448,632.532615859106,0.52
-128.194632515487,632.676555326985,0.52
-127.203502187389,632.809470907929,0.52
-126.210935517025,632.93119669702,0.52
-125.217041283023,633.04155949738,0.52
-124.221933006258,633.140378243771,0.52
-123.225729376523,633.227463447389,0.52
-122.228554693344,633.302616648683,0.52
-121.230539392237,633.36562976846,0.52
-120.231820633757,633.416284403805,0.52
-119.23254296316,633.454351064842,0.52
-118.232859069803,633.479588320221,0.52
-117.232930610494,633.491741914544,0.52
-116.23292911439,633.490543837406,0.52
-115.233037024392,633.47571128033,0.52
-114.233448871625,633.446945504828,0.52
-113.234372601051,633.403930616558,0.52
-112.236031070917,633.346332235191,0.52
-111.238663750662,633.273796059085,0.52
-110.24252865012,633.185946301429,0.52
-109.247904510982,633.082384015285,0.52
-108.255093304018,632.962685291405,0.52
-107.264423108676,632.826399137286,0.52
-106.276251226075,632.673046244246,0.52
-105.290968296081,632.502114558213,0.52
-104.308989083626,632.313127464742,0.52
-103.330739352723,632.105700372103,0.52
-102.356665538858,631.879475089453,0.52
-101.387236482365,631.634109852233,0.52
-100.422942377868,631.369283943403,0.52
-99.464293632593,631.084700879656,0.52
-98.5118192977975,630.780091943393,0.52
-97.5660651056414,630.455219706569,0.52
-96.6275910967785,630.109881495872,0.52
-95.6969688352295,629.743912739421,0.52
-94.7747782233437,629.357190107434,0.52
-93.8616039414662,628.9496343678,0.52
-92.9580315516026,628.52121287607,0.52
-92.0646433038727,628.071941684029,0.52
-91.182013710269,627.601887091616,0.52
-90.3107050020351,627.111166531115,0.52
