x,y
-266.777089205071,60.5902107650323
-267.173742835276,61.0783086281502
-267.573458479157,61.5639021107793
-267.976220325017,62.046972004122
-268.38201244066,62.5274991992075
-268.790818774021,63.0054646876472
-269.202623153798,63.4808495623869
-269.617409290096,63.9536350184549
-270.035160775071,64.4238023537053
-270.455861083575,64.8913329695583
-270.879493573813,65.356208371736
-271.306041488001,65.8184101709933
-271.735487953029,66.2779200838461
-272.167815981127,66.7347199332943
-272.603008470538,67.1887916495403
-273.041048206197,67.6401172707048
-273.481917860404,68.0886789435365
-273.925599993521,68.5344589241185
-274.372077054652,68.9774395785706
-274.821331382342,69.4176033837464
-275.273345205275,69.8549329279266
-275.728100642976,70.2894109115078
-276.185579706518,70.7210201476869
-276.645764299238,71.1497435631408
-277.108636217445,71.575564198702
-277.574177151149,71.998465210029
-278.042368684777,72.4184298682733
-278.513192297907,72.8354415607405
-278.986629365998,73.249483791548
-279.462661161129,73.660540182277
-279.941268852738,74.0685944726208
-280.422433508366,74.4736305210279
-280.906136094409,74.8756323053405
-281.392357476868,75.2745839234282
-281.881078422107,75.6704695938172
-282.372279597615,76.0632736563144
-282.865941572769,76.4529805726271
-283.362044819603,76.8395749269774
-283.860569713582,77.2230414267124
-284.361496534374,77.6033649029087
-284.864805466636,77.9805303109724
-285.370476600795,78.354522731235
-285.878489933833,78.7253273695425
-286.388825370083,79.0929295578414
-286.901462722022,79.4573147547586
-287.416381711067,79.8184685461768
-287.933561968381,80.1763766458045
-288.452983035678,80.5310248957412
-288.97462436603,80.8823992670374
-289.498465324681,81.2304858602498
-290.024485189866,81.5752709059907
-290.552663153624,81.9167407654731
-291.08297832263,82.2548819310498
-291.615409719013,82.5896810267483
-292.149936281192,82.9211248087992
-292.686536864705,83.2492001661607
-293.22519024305,83.5738941210368
-293.765875108518,83.8951938293911
-294.308570073043,84.2130865814546
-294.853253669042,84.5275598022282
-295.399904350271,84.8386010519808
-295.948500492668,85.1461980267409
-296.499020395218,85.4503385587834
-297.051442280806,85.751010617111
-297.605744297078,86.04820230793
-298.161904517308,86.341901875121
-298.719900941266,86.6320977007037
-299.279711496083,86.9187783052965
-299.841314037132,87.2019323485708
-300.404686348896,87.4815486296995
-300.969806145854,87.7576160877999
-301.536651073355,88.0301238023715
-302.10519870851,88.2990609937277
-302.675426561074,88.5644170234227
-303.247312074336,88.8261813946716
-303.820832626015,89.0843437527664
-304.39596552915,89.338893885485
-304.972688032999,89.5898217234955
-305.550977323942,89.8371173407544
-306.13081052638,90.0807709548993
-306.71216470364,90.3207729276359
-307.295016858884,90.557113765119
-307.879343936018,90.7897841183285
-308.465122820605,91.0187747834388
-309.052330340775,91.2440767021832
-309.64094326815,91.4656809622119
-310.230938318752,91.6835787974448
-310.822292153936,91.8977615884184
-311.414981381301,92.1082208626262
-312.008982555626,92.3149482948544
-312.60427217979,92.517935707511
-313.200826705707,92.7171750709494
-313.798622535252,92.9126585037857
-314.397636021199,93.104378273211
-314.997843468154,93.2923267952968
-315.599221133495,93.4764966352951
-316.201745228305,93.656880507933
-316.805391918322,93.8334712777002
-317.410137324873,94.0062619591314
-318.015957525827,94.1752457170831
-318.622828556533,94.3404158670035
-319.230726410774,94.5017658751971
-319.839627041714,94.659289359083
-320.449506362851,94.8129800874478
-321.060340248966,94.9628319806914
-321.672104537082,95.1088391110683
-322.284775027417,95.2509957029215
-322.898327484343,95.389296132911
-323.512737637342,95.5237349302367
-324.12798118197,95.6543067768542
-324.744033780813,95.7810065076857
-325.360871064457,95.903829110824
-325.978468632446,96.0227697277308
-326.596802054247,96.1378236534291
-327.215846870222,96.2489863366889
-327.83557859259,96.3562533802076
-328.4559727064,96.4596205407841
-329.077004670495,96.5590837294859
-329.69864991849,96.6546390118116
-330.320883859738,96.7462826078464
-330.943681880305,96.8340108924112
-331.567019343944,96.9178203952065
-332.190871593069,96.9977078009494
-332.815213949731,97.0736699495048
-333.440021716592,97.1457038360105
-334.065270177905,97.2138066109958
-334.69093460049,97.2779755804947
-335.316990234712,97.3382082061518
-335.943412315462,97.3945021053235
-336.570176063134,97.4468550511715
-337.197256684608,97.4952649727513
-337.824629374227,97.5397299550942
-338.452269314783,97.5802482392827
-339.080151678495,97.6168182225203
-339.708251627993,97.649438458195
-340.3365443173,97.6781076559362
-340.965004892813,97.7028246816662
-341.593608494289,97.7235885576444
-342.222330255829,97.7403984625069
-342.851145306857,97.7532537312981
-343.480028773108,97.7621538554974
-344.108955777611,97.7670984830395
-344.737901441673,97.7680874183278
-345.366840885862,97.7651206222428
-345.995749230991,97.758198212143
-346.624601599106,97.7473204618607
-347.253373114465,97.7324878016911
-347.882038904526,97.713700818375
-348.510574100928,97.690960255076
-349.138953840476,97.6642670113508
-349.767153266125,97.6336221431137
-350.395147527962,97.5990268625949
-351.022911784192,97.5604825382924
-351.650421202114,97.517990694918
-352.277650959113,97.4715530133371
-352.904576243632,97.4211713305017
-353.531172256161,97.3668476393785
-354.157414210215,97.3085840888693
-354.783277333313,97.2463829837266
-355.408736867961,97.180246784462
-356.033768072629,97.1101781072491
-356.658346222731,97.0361797238201
-357.282446611603,96.9582545613558
-357.906044551479,96.87640570237
-358.529115374469,96.7906363845879
-359.151634433536,96.7009500008174
-359.773577103466,96.6073500988153
-360.394918781849,96.509840381147
-361.015634890045,96.4084247050395
-361.635700874164,96.3031070822297
-362.255092206029,96.1938916788049
-362.873784384153,96.0807828150385
-363.491752934706,95.9637849652187
-364.108973412482,95.842902757472
-364.725421401865,95.7181409735797
-365.3410725178,95.5895045487889
-365.955902406752,95.4569985716173
-366.569886747672,95.3206282836519
-367.18300125296,95.1803990793417
-367.795221669421,95.0363165057841
-368.406523779231,94.8883862625057
-369.016883400891,94.7366142012368
-369.626276390185,94.5810063256799
-370.234678641131,94.4215687912722
-370.842066086943,94.258307904942
-371.448414700974,94.0912301248593
-372.053700497673,93.9203420601806
-372.65789953353,93.745650470787
-373.260987908024,93.567162267017
-373.86294176457,93.3848845093932
-374.463737291461,93.198824408343
-375.06335072281,93.0089893239132
-375.661758339492,92.8153867654792
-376.258936470079,92.6180243914476
-376.85486149178,92.4169100089533
-377.449509831372,92.212051573551
-378.042857966135,92.0034571888999
-378.634882424782,91.791135106444
-379.225559788387,91.5750937250846
-379.814866691311,91.3553415908493
-380.402779822127,91.1318873965527
-380.989275924543,90.9047399814535
-381.574331798319,90.6739083309043
-382.157924300188,90.4394015759966
-382.74003034477,90.2012289931989
-383.320626905484,89.9594000039906
-383.899691015463,89.7139241744886
-384.477199768456,89.4648112150694
-385.053130319742,89.2120709799846
-385.627459887026,88.9557134669714
-386.200165751345,88.6957488168569
-386.771225257967,88.432187313157
-387.340615817282,88.1650393816697
-387.908314905702,87.8943155900625
-388.474300066548,87.6200266474548
-389.03854891094,87.3421834039936
-389.601039118682,87.0607968504249
-390.161748439145,86.7758781176587
-390.720654692146,86.4874384763285
-391.27773576883,86.1954893363458
-391.832969632536,85.9000422464488
-392.386334319678,85.6011088937449
-392.937807940609,85.2987011032494
-393.487368680486,84.9928308374167
-394.034994800137,84.6835101956679
-394.580664636915,84.3707514139119
-395.124356605561,84.0545668640612
-395.666049199056,83.7349690535426
-396.205720989468,83.4119706248026
-396.743350628804,83.0855843548074
-397.278916849856,82.7558231545367
-397.812398467034,82.4227000684741
-398.343774377213,82.0862282740903
-398.873023560565,81.7464210813221
-399.400125081386,81.4032919320457
-399.925058088931,81.0568543995454
-400.447801818234,80.7071221879764
-400.968335590932,80.3541091318224
-401.486638816083,79.997829195349
-402.002690990977,79.6382964720509
-402.516471701951,79.2755251840943
-403.027960625196,78.9095296817546
-403.537137527559,78.5403244428488
-404.043982267343,78.1679240721621
-404.548474795109,77.7923433008713
-405.050595154462,77.413596985961
-405.550323482845,77.0317001096365
-406.047640012324,76.6466677787312
-406.542525070368,76.2585152241085
-407.034959080629,75.8672578000598
-407.524922563716,75.4729109836969
-408.012396137967,75.0754903743399
-408.497360520213,74.6750116928997
-408.979796526542,74.2714907812571
-409.459685073056,73.8649436016348
-409.937007176633,73.4553862359672
-410.411743955667,73.0428348852636
-410.883876630823,72.6273058689671
-411.35338652578,72.20881562431
-411.820255067962,71.7873807056624
-412.284463789282,71.3630177838784
-412.745994326868,70.9357436456359
-413.204828423788,70.505575192773
-413.660947929776,70.072529441619
-414.114334801946,69.6366235223219
-414.564971105511,69.1978746781702
-415.012839014486,68.7563002649109
-415.457920812399,68.3119177500634
-415.900198892986,67.8647447122278
-416.339655760893,67.4147988403902
-416.776274032367,66.9620979332227
-417.210036435939,66.5066598983791
-417.640925813114,66.048502751787
-418.068925119042,65.5876446169347
-418.494017423202,65.1241037241547
-418.916185910062,64.657898409902
-419.33541387975,64.1890471160295
-419.751684748714,63.7175683890576
-420.164982050376,63.2434808794416
-420.575289435784,62.7668033408327
-420.982590674262,62.2875546293374
-421.386869654045,61.8057537027707
-421.788110382923,61.3214196199065
-422.186296988873,60.8345715397238
-422.581413720681,60.3452287206487
-422.973444948571,59.8534105197924
-423.362375164823,59.359136392186
-423.748188984383,58.8624258900104
-424.130871145474,58.3632986618229
-424.510406510198,57.8617744517804
-424.886780065137,57.3578730988578
-425.259976921947,56.8516145360639
-425.629982317944,56.343018789652
-425.99678161669,55.8321059783287
-426.360360308572,55.3188963124571
-426.720704011377,54.8034100932582
-427.077798470858,54.2856677120074
-427.431629561299,53.7656896492276
-427.782183286076,53.2434964738798
-428.129445778208,52.7191088425486
-428.473403300907,52.192547498626
-428.814042248121,51.6638332714897
-429.15134914507,51.1329870756803
-429.485310648784,50.6000299100732
-429.815913548627,50.0649828570483
-430.143144766819,49.5278670816559
-430.466991358957,48.9887038307795
-430.787440514524,48.4475144322953
-431.104479557396,47.9043202942287
-431.418095946344,47.359142903907
-431.728277275532,46.8120038271101
-432.035011275004,46.2629247072169
-432.338285811173,45.711927264349
-432.638088887296,45.1590332945124
-432.934408643956,44.6042646687341
-433.227233359525,44.047643332198
-433.516551450628,43.489191303376
-433.802351472605,42.9289306731576
-434.084622119962,42.3668836039757
-434.363352226815,41.80307232893
-434.638530767337,41.2375191509076
-434.91014685619,40.6702464417007
-435.178189748959,40.1012766411215
-435.442648842573,39.5306322561148
-435.703513675728,38.9583358598674
-435.9607739293,38.3844100909153
-436.214419426751,37.8088776522485
-436.464440134534,37.2317613104121
-436.71082616249,36.6530838946069
-436.953567764237,36.0728682957848
-437.192655337557,35.4911374657451
-437.428079424777,34.9079144162249
-437.659830713141,34.32322221799
-437.887900035178,33.7370839999216
-438.112278369069,33.1495229481019
-438.332956838997,32.5605623048965
-438.549926715506,31.970225368035
-438.763179415837,31.3785354896897
-438.972706504278,30.7855160755518
-439.178499692489,30.1911905839052
-439.380550839834,29.595582524699
-439.578851953703,28.998715458617
-439.773395189827,28.4006129961464
-439.964172852589,27.8012987966431
-440.151177395326,27.2007965673962
-440.334401420634,26.5991300626903
-440.513837680652,25.9963230828652
-440.689479077355,25.3923994733755
-440.861318662833,24.7873831238463
-441.029349639565,24.1812979671287
-441.193565360689,23.5741679783531
-441.353959330265,22.9660171739806
-441.510525203528,22.3568696108531
-441.663256787147,21.7467493852417
-441.812148039464,21.1356806318933
-441.957193070731,20.5236875230763
-442.098386143352,19.910794267624
-442.2357216721,19.2970251099771
-442.369194224343,18.6824043292248
-442.49879852026,18.0669562381442
-442.624529433047,17.4507051822386
-442.746381989121,16.8336755387745
-442.864351368314,16.2158917158173
-442.978432904071,15.5973781512656
-443.088622083626,14.978159311885
-443.194914548186,14.3582596923394
-443.297306093101,13.737703814223
-443.395792668033,13.1165162250897
-443.490370377111,12.4947214974822
-443.581035479091,11.87234422796
-443.667784387501,11.2494090361265
-443.750613670783,10.6259405636549
-443.829520052428,10.0019634733138
-443.904500411109,9.37750244799111
-443.9755517808,8.75258218971805
-444.042671350896,8.12722741869202
-444.105856466325,7.50146287229831
-444.165104627649,6.87531330413218
-444.220413491167,6.24880348301897
-444.271780869008,5.62195819203507
-444.319204729212,4.99480222752676
-444.362683195818,4.36736039813016
-444.402214548931,3.73965752378906
-444.437797224795,3.11171843477382
-444.469429815854,2.48356797069864
-444.497111070806,1.85523097953924
-444.520839894654,1.22673231664982
-444.540615348747,0.598096843779897
-444.556436650821,-0.0306505719091517
-444.568303175027,-0.659485058827849
-444.576214451956,-1.28838174194223
-444.580170168659,-1.91731574375831
-444.580170168659,-2.54626218530553
-444.576214451956,-3.17519618712161
-444.568303175027,-3.80409287023603
-444.556436650821,-4.43292735715468
-444.540615348747,-5.06167477284373
-444.520839894654,-5.69031024571365
-444.497111070807,-6.31880890860307
-444.469429815854,-6.94714589976248
-444.437797224795,-7.57529636383765
-444.402214548931,-8.2032354528529
-444.362683195818,-8.83093832719395
-444.319204729212,-9.4583801565906
-444.271780869008,-10.0855361210989
-444.220413491167,-10.7123814120829
-444.165104627649,-11.338891233196
-444.105856466325,-11.9650408013622
-444.042671350896,-12.5908053477559
-443.9755517808,-13.2161601187819
-443.904500411109,-13.8410803770549
-443.829520052428,-14.4655414023776
-443.750613670783,-15.0895184927188
-443.667784387501,-15.7129869651903
-443.581035479091,-16.3359221570238
-443.490370377111,-16.958299426546
-443.395792668033,-17.5800941541536
-443.297306093101,-18.2012817432868
-443.194914548186,-18.8218376214033
-443.088622083626,-19.4417372409488
-442.978432904071,-20.0609560803295
-442.864351368314,-20.6794696448812
-442.746381989121,-21.2972534678384
-442.624529433047,-21.9142831113025
-442.49879852026,-22.530534167208
-442.369194224343,-23.1459822582886
-442.2357216721,-23.7606030390409
-442.098386143352,-24.3743721966879
-441.957193070731,-24.9872654521401
-441.812148039464,-25.5992585609572
-441.663256787147,-26.2103273143055
-441.510525203528,-26.820447539917
-441.353959330265,-27.4295951030444
-441.193565360689,-28.0377459074169
-441.029349639565,-28.6448758961925
-440.861318662833,-29.2509610529101
-440.689479077355,-29.8559774024394
-440.513837680652,-30.4599010119291
-440.334401420634,-31.0627079917541
-440.151177395326,-31.6643744964601
-439.964172852589,-32.264876725707
-439.773395189827,-32.8641909252102
-439.578851953703,-33.4622933876809
-439.380550839834,-34.0591604537628
-439.178499692489,-34.654768512969
-438.972706504278,-35.2490940046156
-438.763179415837,-35.8421134187535
-438.549926715506,-36.4338032970988
-438.332956838997,-37.0241402339603
-438.112278369069,-37.6131008771658
-437.887900035178,-38.2006619289855
-437.659830713141,-38.7868001470539
-437.428079424777,-39.3714923452887
-437.192655337557,-39.9547153948089
-436.953567764237,-40.5364462248487
-436.71082616249,-41.1166618236707
-436.464440134534,-41.695339239476
-436.214419426751,-42.2724555813123
-435.9607739293,-42.8479880199792
-435.703513675728,-43.4219137889312
-435.442648842573,-43.9942101851786
-435.178189748959,-44.5648545701854
-434.91014685619,-45.1338243707646
-434.638530767337,-45.7010970799715
-434.363352226815,-46.2666502579938
-434.084622119962,-46.8304615330395
-433.802351472605,-47.3925086022214
-433.516551450628,-47.9527692324398
-433.227233359525,-48.5112212612618
-432.934408643956,-49.067842597798
-432.638088887296,-49.6226112235762
-432.338285811173,-50.1755051934129
-432.035011275004,-50.7265026362807
-431.728277275532,-51.275581756174
-431.418095946344,-51.8227208329709
-431.104479557396,-52.3678982232925
-430.787440514524,-52.9110923613592
-430.466991358957,-53.4522817598433
-430.143144766819,-53.9914450107198
-429.815913548627,-54.5285607861121
-429.485310648784,-55.0636078391371
-429.15134914507,-55.5965650047441
-428.814042248121,-56.1274112005536
-428.473403300907,-56.6561254276898
-428.129445778208,-57.1826867716125
-427.782183286076,-57.7070744029436
-427.431629561299,-58.2292675782915
-427.077798470858,-58.7492456410712
-426.720704011377,-59.2669880223221
-426.360360308573,-59.7824742415209
-425.99678161669,-60.2956839073925
-425.629982317944,-60.8065967187159
-425.259976921947,-61.3151924651277
-424.886780065137,-61.8214510279217
-424.510406510198,-62.3253523808442
-424.130871145474,-62.8268765908867
-423.748188984383,-63.3260038190742
-423.362375164823,-63.8227143212499
-422.973444948571,-64.3169884488563
-422.581413720681,-64.8088066497125
-422.186296988873,-65.2981494687876
-421.788110382923,-65.7849975489703
-421.386869654045,-66.2693316318345
-420.982590674262,-66.7511325584013
-420.575289435784,-67.2303812698966
-420.164982050376,-67.7070588085054
-419.751684748714,-68.1811463181215
-419.33541387975,-68.6526250450933
-418.916185910062,-69.1214763389659
-418.494017423202,-69.5876816532185
-418.068925119042,-70.0512225459986
-417.640925813114,-70.5120806808508
-417.210036435939,-70.9702378274429
-416.776274032367,-71.4256758622866
-416.339655760893,-71.8783767694541
-415.900198892986,-72.3283226412917
-415.457920812399,-72.7754956791272
-415.012839014486,-73.2198781939748
-414.564971105511,-73.661452607234
-414.114334801946,-74.1002014513858
-413.660947929776,-74.5361073706828
-413.204828423788,-74.9691531218368
-412.745994326868,-75.3993215746998
-412.284463789282,-75.8265957129423
-411.820255067962,-76.2509586347263
-411.35338652578,-76.6723935533738
-410.883876630823,-77.090883798031
-410.411743955667,-77.5064128143274
-409.937007176633,-77.9189641650311
-409.459685073056,-78.3285215306987
-408.979796526542,-78.7350687103209
-408.497360520213,-79.1385896219636
-408.012396137968,-79.5390683034037
-407.524922563716,-79.9364889127608
-407.034959080629,-80.3308357291236
-406.542525070368,-80.7220931531724
-406.047640012324,-81.110245707795
-405.550323482845,-81.4952780387004
-405.050595154462,-81.8771749150248
-404.548474795109,-82.2559212299351
-404.043982267343,-82.6315020012259
-403.537137527559,-83.0039023719126
-403.027960625196,-83.3731076108185
-402.516471701951,-83.7391031131581
-402.002690990977,-84.1018744011147
-401.486638816083,-84.4614071244129
-400.968335590932,-84.8176870608862
-400.447801818234,-85.1707001170402
-399.925058088931,-85.5204323286093
-399.400125081386,-85.8668698611096
-398.873023560565,-86.2099990103859
-398.343774377213,-86.5498062031541
-397.812398467034,-86.886277997538
-397.278916849856,-87.2194010836006
-396.743350628805,-87.5491622838712
-396.205720989468,-87.8755485538665
-395.666049199056,-88.1985469826065
-395.124356605561,-88.518144793125
-394.580664636915,-88.8343293429758
-394.034994800137,-89.1470881247318
-393.487368680486,-89.4564087664806
-392.937807940609,-89.7622790323132
-392.386334319678,-90.0646868228088
-391.832969632536,-90.3636201755126
-391.27773576883,-90.6590672654097
-390.720654692146,-90.9510164053923
-390.161748439145,-91.2394560467225
-389.601039118682,-91.5243747794888
-389.03854891094,-91.8057613330575
-388.474300066548,-92.0836045765186
-387.908314905702,-92.3578935191264
-387.340615817282,-92.6286173107336
-386.771225257967,-92.8957652422209
-386.200165751346,-93.1593267459208
-385.627459887026,-93.4192913960353
-385.053130319742,-93.6756489090485
-384.477199768456,-93.9283891441333
-383.899691015463,-94.1775021035524
-383.320626905484,-94.4229779330545
-382.74003034477,-94.6648069222628
-382.157924300188,-94.9029795050604
-381.574331798319,-95.1374862599682
-380.989275924543,-95.3683179105174
-380.402779822127,-95.5954653256165
-379.814866691311,-95.8189195199131
-379.225559788387,-96.0386716541485
-378.634882424782,-96.2547130355078
-378.042857966135,-96.4670351179638
-377.449509831372,-96.6756295026148
-376.85486149178,-96.8804879380172
-376.258936470079,-97.0816023205115
-375.661758339492,-97.2789646945431
-375.06335072281,-97.472567252977
-374.463737291461,-97.6624023374068
-373.86294176457,-97.848462438457
-373.260987908024,-98.0307401960808
-372.65789953353,-98.2092283998508
-372.053700497673,-98.3839199892445
-371.448414700974,-98.5548080539232
-370.842066086943,-98.7218858340058
-370.234678641131,-98.8851467203361
-369.626276390185,-99.0445842547438
-369.016883400891,-99.2001921303007
-368.406523779231,-99.3519641915695
-367.795221669421,-99.4998944348479
-367.18300125296,-99.6439770084056
-366.569886747673,-99.7842062127158
-365.955902406752,-99.9205765006812
-365.3410725178,-100.053082477853
-364.725421401865,-100.181718902644
-364.108973412482,-100.306480686536
-363.491752934706,-100.427362894283
-362.873784384153,-100.544360744102
-362.255092206029,-100.657469607869
-361.635700874164,-100.766685011294
-361.015634890045,-100.872002634103
-360.394918781849,-100.973418310211
-359.773577103466,-101.070928027879
-359.151634433536,-101.164527929881
-358.529115374469,-101.254214313652
-357.906044551479,-101.339983631434
-357.282446611603,-101.42183249042
-356.658346222731,-101.499757652884
-356.033768072629,-101.573756036313
-355.408736867961,-101.643824713526
-354.783277333313,-101.70996091279
-354.157414210215,-101.772162017933
-353.531172256161,-101.830425568442
-352.904576243632,-101.884749259566
-352.277650959113,-101.935130942401
-351.650421202114,-101.981568623982
-351.022911784192,-102.024060467356
-350.395147527962,-102.062604791659
-349.767153266125,-102.097200072178
-349.138953840476,-102.127844940415
-348.510574100928,-102.15453818414
-347.882038904526,-102.177278747439
-347.253373114465,-102.196065730755
-346.624601599106,-102.210898390925
-345.995749230991,-102.221776141207
-345.366840885862,-102.228698551307
-344.737901441673,-102.231665347392
-344.108955777612,-102.230676412103
-343.480028773108,-102.225731784561
-342.851145306857,-102.216831660362
-342.222330255829,-102.203976391571
-341.593608494289,-102.187166486708
-340.965004892813,-102.16640261073
-340.3365443173,-102.141685585
-339.708251627994,-102.113016387259
-339.080151678495,-102.080396151584
-338.452269314783,-102.043826168347
-337.824629374227,-102.003307884158
-337.197256684608,-101.958842901815
-336.570176063134,-101.910432980235
-335.943412315462,-101.858080034387
-335.316990234712,-101.801786135216
-334.69093460049,-101.741553509559
-334.065270177905,-101.67738454006
-333.440021716592,-101.609281765074
-332.815213949731,-101.537247878569
-332.190871593069,-101.461285730013
-331.567019343944,-101.38139832427
-330.943681880305,-101.297588821475
-330.320883859738,-101.20986053691
-329.69864991849,-101.118216940875
-329.077004670495,-101.02266165855
-328.4559727064,-100.923198469848
-327.83557859259,-100.819831309272
-327.215846870222,-100.712564265753
-326.596802054247,-100.601401582493
-325.978468632446,-100.486347656795
-325.360871064457,-100.367407039888
-324.744033780813,-100.24458443675
-324.12798118197,-100.117884705918
-323.512737637342,-99.9873128593006
-322.898327484343,-99.8528740619749
-322.284775027417,-99.7145736319853
-321.672104537082,-99.5724170401322
-321.060340248966,-99.4264099097553
-320.449506362851,-99.2765580165116
-319.839627041714,-99.1228672881469
-319.230726410774,-98.965343804261
-318.622828556533,-98.8039937960674
-318.015957525827,-98.638823646147
-317.410137324873,-98.4698398881953
-316.805391918322,-98.297049206764
-316.201745228305,-98.1204584369969
-315.599221133495,-97.940074564359
-314.997843468154,-97.7559047243606
-314.397636021199,-97.5679562022749
-313.798622535252,-97.3762364328496
-313.200826705707,-97.1807530000133
-312.60427217979,-96.9815136365749
-312.008982555626,-96.7785262239183
-311.414981381301,-96.57179879169
-310.822292153936,-96.3613395174823
-310.230938318752,-96.1471567265087
-309.64094326815,-95.9292588912758
-309.052330340775,-95.707654631247
-308.465122820605,-95.4823527125027
-307.879343936018,-95.2533620473924
-307.295016858884,-95.0206916941829
-306.71216470364,-94.7843508566997
-306.13081052638,-94.5443488839632
-305.550977323942,-94.3006952698183
-304.972688032999,-94.0533996525593
-304.39596552915,-93.8024718145489
-303.820832626015,-93.5479216818303
-303.247312074336,-93.2897593237355
-302.675426561074,-93.0279949524865
-302.10519870851,-92.7626389227916
-301.536651073355,-92.4937017314354
-300.969806145854,-92.2211940168638
-300.404686348896,-91.9451265587633
-299.841314037132,-91.6655102776347
-299.279711496083,-91.3823562343604
-298.719900941266,-91.0956756297675
-298.161904517308,-90.8054798041849
-297.605744297078,-90.5117802369939
-297.051442280806,-90.2145885461749
-296.499020395218,-89.9139164878473
-295.948500492668,-89.6097759558048
-295.399904350271,-89.3021789810447
-294.853253669042,-88.9911377312921
-294.308570073043,-88.6766645105184
-293.765875108518,-88.358771758455
-293.22519024305,-88.0374720501007
-292.686536864705,-87.7127780952245
-292.149936281192,-87.3847027378631
-291.615409719013,-87.0532589558122
-291.08297832263,-86.7184598601138
-290.552663153624,-86.3803186945369
-290.024485189866,-86.0388488350546
-289.498465324681,-85.6940637893137
-288.97462436603,-85.3459771961013
-288.452983035678,-84.994602824805
-287.933561968381,-84.6399545748684
-287.416381711067,-84.2820464752407
-286.901462722022,-83.9208926838225
-286.388825370083,-83.5565074869052
-285.878489933833,-83.1889052986063
-285.370476600795,-82.8181006602989
-284.864805466636,-82.4441082400363
-284.361496534374,-82.0669428319725
-283.860569713582,-81.6866193557763
-283.362044819603,-81.3031528560413
-282.865941572769,-80.9165585016909
-282.372279597615,-80.5268515853782
-281.881078422107,-80.1340475228811
-281.392357476868,-79.7381618524921
-280.906136094409,-79.3392102344044
-280.422433508366,-78.9372084500918
